Specie_FAO,Peso_medio_ind_kg,kg_2019,kg_2020,kg_2021,kg_2022,kg_2023,Media_kg_5anni,Individui_annui,Percentuale_ind
"Fish roes, prepared, nei",1.5,1871.9300000000003,2673.4399999999996,2374.2799999999997,2098.48,1792.28,2162.082,1441388.0,0.07051818078434775
"Fish waste, nei",1.5,99043.79,149880.06,205445.68,242709.19999999998,228392.27000000002,185094.2,123396133.33333333,6.037007966272426
"Fish, crustacean and mollusc products, unfit for human consumption nei",1.5,26282.780000000002,29344.89,30024.88,26333.72,33970.85,29191.424,19460949.333333332,0.95210362742234
"Fish, frozen, nei",1.5,31.15,62.08,10.86,2.06,9.57,23.144,15429.333333333334,0.0007548616454292412
"Fishmeals, nei",1.5,201886.56,214619.49,219877.12,183558.7,188647.98,201717.96999999997,134478646.66666666,6.579206651695744
"Flaps of herring, fresh or chilled",1.5,3509.73,3510.73,1410.4999999999998,2784.05,2193.77,2681.756,1787837.3333333333,0.08746779929138176
"Flat oysters, shucked or not, live, fresh or chilled",1.5,550.2,822.35,599.34,1235.1399999999999,818.33,805.072,536714.6666666666,0.026258121958564206
"Flatfish nei, fillets, fresh or chilled",1.5,2291.06,1827.6299999999999,1822.17,1209.04,990.31,1628.042,1085361.3333333333,0.05310000271983721
"Flatfish nei, fillets, frozen",1.5,3758.27,2923.07,2702.31,3153.5,2916.0,3090.63,2060420.0,0.10080357964107221
"Flatfish nei, frozen",1.5,322.33000000000004,363.35,338.39,158.05,146.48,265.72,177146.66666666666,0.008666688404055389
"Flatfish, fresh or chilled, nei",1.5,4465.75,5223.69,5285.39,4501.42,3667.69,4628.788,3085858.6666666665,0.15097193769543404
"Flatfish, salted or in brine, nei",1.5,0.0,0.01,0.0,0.0,0.0,0.002,1.3333333333333333,6.523173569212244e-08
"Flounder fillets, frozen",1.5,413.08,348.61,356.56,326.74,199.19,328.836,219224.0,0.01072527151902739
"Flounder, frozen",1.5,134.5,113.63999999999999,315.67,325.14,149.98,207.78599999999997,138523.99999999997,0.006777120716261677
"Flours, meals and pellets of crustaceans, molluscs & aq. invertebrates, fit for human consumption",1.5,0.0,0.0,0.0,348.86,217.25,113.22200000000001,75481.33333333334,0.003692833789266745
"Flours, meals and pellets of fish, fit for human consumption",1.5,286.75,312.26,349.01,1006.13,1144.38,619.706,413137.3333333333,0.02021224899941122
Fresh or chilled pollack (Pollachius pollachius),1.5,2663.59,2880.3199999999997,2125.98,2575.14,3096.3,2668.2659999999996,1778843.9999999998,0.0870278112341384
"Freshwater crayfish, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,25.0,8.13,2.11,1.59,1.9100000000000001,7.748000000000002,5165.333333333335,0.00025270774407128247
"Freshwater fish fillets, fresh or chilled, nei",1.5,334.73,247.91,264.11,193.72,246.06000000000003,257.306,171537.3333333333,0.00839225849199863
"Freshwater fish fillets, nei, frozen",1.5,5239.07,3498.41,3796.4900000000002,4550.53,4065.34,4229.968,2819978.6666666665,0.1379640772810679
"Freshwater fish meat, whether or not minced, fresh or chilled, nei",1.5,200.22,212.89999999999998,34.98,55.39999999999999,15.64,103.828,69218.66666666667,0.0033864403267208454
"Freshwater fish meat, whether or not minced, frozen, nei",1.5,6358.39,5949.989999999999,8052.06,5502.84,4025.96,5977.848,3985232.0,0.19497270037184142
"Freshwater fish nei, frozen",1.5,581.82,670.96,997.43,877.44,612.84,748.0980000000001,498732.00000000006,0.024399865503902718
"Freshwater fish nei, live",1.5,744.4399999999999,281.36,247.21,840.38,312.48,485.174,323449.3333333333,0.01582437106634491
"Freshwater fish, nei, fresh or chilled",1.5,792.3000000000001,841.81,925.39,837.75,968.15,873.0799999999999,582053.3333333333,0.028476261899039134
Frozen pollack (Pollachius pollachius),1.5,92.17,71.11,146.57999999999998,67.82000000000001,180.72,111.67999999999999,74453.33333333333,0.003642540121048118
"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",1.5,86.87,43.629999999999995,12.02,56.64,184.36,76.70400000000001,51136.00000000001,0.002501767527264281
"Gadiformes fillets, fresh or chilled, nei",1.5,2747.07,2554.07,6110.05,6795.56,7714.44,5184.237999999999,3456158.666666666,0.16908842149052875
"Gadiformes fillets, frozen, nei",1.5,1009.83,473.49,430.18999999999994,525.82,425.29999999999995,572.926,381950.6666666667,0.018686478701572477
"Gadiformes nei, dried and salted",1.5,1.2,0.4,0.0,13.91,87.51,20.604000000000003,13736.000000000002,0.0006720173411002457
"Gadiformes nei, frozen",1.5,2119.46,1027.99,941.68,2027.74,1314.14,1486.202,990801.3333333334,0.048473768024551896
"Gadiformes, dried, whether or not salted, but not smoked",1.5,519.0,624.4,396.62,509.56,436.62,497.23999999999995,331493.3333333333,0.016217914127775485
"Gadiformes, fillets, dried, salted or in brine, not smoked",1.5,89.07,204.26,128.37,69.59,36.97,105.652,70434.66666666667,0.003445931669672061
"Gadiformes, fresh or chilled, nei",1.5,1808.89,1690.45,744.56,829.98,775.74,1169.9239999999998,779949.3333333331,0.03815808657393533
"Gadiformes, meat, fresh or chilled, nei",1.5,435.09000000000003,411.64,350.99,656.13,782.7,527.3100000000001,351540.00000000006,0.01719867327390655
"Gadiformes, salted or in brine, nei",1.5,354.66999999999996,329.27,204.95000000000002,297.46,235.25,284.32,189546.66666666666,0.009273343545992128
"Gadiforms, dried, whether or not salted, not smoked (excl. fillets offal and cod)",1.5,206.99,352.74,473.52,767.67,1034.4,567.0640000000001,378042.66666666674,0.018495284484258866
"Gilt-head seabream, fresh or chilled",1.5,4856.37,5353.1900000000005,4302.7,3672.3399999999997,3618.46,4360.612,2907074.6666666665,0.14222514471994874
"Gilt-head seabream, frozen",1.5,248.22,405.91999999999996,463.92,365.09,337.05,364.03999999999996,242693.33333333328,0.011873480530680127
"Greenland cod, frozen",1.5,2.87,3.15,28.89,1.99,1.07,7.593999999999999,5062.666666666666,0.00024768490042298896
"Greenland halibut fillets, dried, salted or in brine",1.5,0.93,0.68,1.71,0.31,0.13,0.752,501.3333333333333,2.452713262023804e-05
"Greenland halibut fillets, frozen",1.5,12.549999999999999,2.22,1.44,1.8,0.0,3.6020000000000003,2401.3333333333335,0.00011748235598151255
"Greenland halibut, fresh or chilled",1.5,1420.71,2224.5299999999997,3405.73,2454.96,2239.88,2349.1620000000003,1566108.0000000002,0.0766199573409889
"Greenland halibut, frozen",1.5,2973.45,3397.2400000000002,3636.8399999999997,3687.7,3471.53,3433.352,2288901.3333333335,0.11198175510101002
"Greenland halibut, smoked",1.5,176.71,176.58,155.37999999999997,161.09,138.75,161.702,107801.33333333333,0.005274051062443792
"Grenadiers fillets, frozen",1.5,1197.48,986.39,771.56,351.55,1086.28,878.652,585768.0,0.028657997514677392
"Grenadiers, frozen",1.5,0.03,0.0,0.77,0.0,0.0,0.16,106.66666666666667,5.218538855369797e-06
"Haddock fillets in blocks, frozen",1.5,814.78,623.4399999999999,523.58,276.70000000000005,400.39,527.778,351852.0,0.017213937500058504
"Haddock fillets, fresh or chilled",1.5,1147.3999999999999,853.47,598.9100000000001,506.03999999999996,604.0600000000001,741.9759999999999,494650.66666666657,0.02420019116094912
"Haddock fillets, frozen",1.5,8199.710000000001,6371.5199999999995,2965.14,3116.48,2287.16,4588.0019999999995,3058667.9999999995,0.1496416669094646
"Haddock meat, frozen",1.5,305.81,186.75,404.25,272.61,225.28,278.94,185960.0,0.009097870176980319
"Haddock, fresh or chilled",1.5,33997.29,33158.47,25003.88,25403.9,20639.2,27640.548000000003,18427032.000000004,0.9015204607607122
"Haddock, frozen",1.5,16032.289999999999,16017.43,14221.589999999998,12081.96,14015.44,14473.741999999998,9649161.333333332,0.47207365630998593
"Haddock, salted or in brine",1.5,43.93,33.93,52.93,26.990000000000002,27.86,37.128,24752.0,0.0012109619413885613
"Hake meat, frozen",1.5,330.26,2197.83,2423.05,59.78,134.51000000000002,1029.086,686057.3333333334,0.03356453297823177
"Hake nei fillets, frozen",1.5,590.69,498.88,426.03999999999996,863.08,510.53,577.844,385229.3333333333,0.0188468835396394
"Hake nei, fresh or chilled",1.5,4549.84,4684.91,5838.5,5952.389999999999,4073.08,5019.744000000001,3346496.0000000005,0.16372330692505882
"Hake of the genus Urophycis, fillets, frozen",1.5,135.97,2.75,71.11,10.08,3.15,44.612,29741.333333333332,0.0014550590963484833
"Hake of the genus Urophycis, fresh or chilled",1.5,22.43,938.12,1038.32,1071.4,748.49,763.7520000000001,509168.00000000006,0.02491043429916496
"Hake of the genus Urophycis, frozen",1.5,9.309999999999999,0.0,0.0,0.02,8.6,3.586,2390.6666666666665,0.00011696050209597556
"Hake, not minced, prepared or preserved",1.5,138.27,147.74,134.69,128.88,48.74,119.66399999999999,79775.99999999999,0.00390294520993107
"Hakes nei, frozen",1.5,307.29,119.49,137.14000000000001,442.67999999999995,194.67,240.254,160169.33333333334,0.007836092713487595
"Halibuts, liver oils",1.5,7.75,10.31,13.65,34.19,21.18,17.416000000000004,11610.66666666667,0.0005680379544070025
"Herring fillets, dried, salted or in brine",1.5,4424.2,5829.82,4224.3099999999995,4667.38,4148.7699999999995,4658.896,3105930.6666666665,0.15195393624454326
"Herring fillets, incl. coated in batter, cooked or not",1.5,1740.59,1180.63,100.0,46.3,42.37,621.9780000000001,414652.00000000006,0.020286352251157474
"Herring meat, frozen",1.5,35493.15,45045.33,35751.19,10032.71,10120.75,27288.626,18192417.333333332,0.8900422193165904
"Herring nei, fillets, frozen",1.5,20664.89,26661.27,21751.02,23305.95,25897.22,23656.07,15770713.333333334,0.7715632528771738
Herring oil,1.5,19909.77,16339.3,16857.57,8547.08,7968.84,13924.511999999999,9283007.999999998,0.4541600432128936
"Herring, salted or in brine",1.5,4007.55,4393.37,3783.3500000000004,4262.32,4558.299999999999,4200.978,2800652.0,0.1370185432722106
"Herring,anchovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif.saury,scad,capelin,etc,dried,salted or not,not smoked",1.5,9.93,1.8900000000000001,591.9399999999999,1538.26,679.0,564.204,376136.0,0.01840200310221913
"Herrings nei, frozen",1.5,88721.67,96618.39,50994.850000000006,70798.78,46494.71,70725.68000000001,47150453.33333334,2.306779432202816
"Herrings nei, smoked",1.5,388.40999999999997,329.87,341.5,384.82,261.61,341.242,227494.66666666666,0.011129903975525626
"Herrings, dried, whether or not salted",1.5,9.72,19.28,0.77,3.17,0.0,6.587999999999999,4391.999999999999,0.00021487333736985132
"Herrings, fresh or chilled, nei",1.5,118812.67,95390.79999999999,91086.08,66596.35,66378.09,87652.798,58435198.666666664,2.8588720759054995
"Herrings, not minced, prep. or pres. in airtight containers, nei",1.5,4767.429999999999,4825.44,3307.39,4171.35,7244.530000000001,4863.228,3242152.0,0.15861840175326467
"Herrings, not minced, prep. or pres., not in airtight containers",1.5,22372.91,23163.79,22947.25,16901.11,19375.079999999998,20952.028,13968018.666666666,0.6833685763549745
"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacif. saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",1.5,154.77,224.7,185.28,4870.51,118.59,1110.77,740513.3333333334,0.036228727527369435
"Jack and horse mackerel, frozen",1.5,21875.77,12722.029999999999,21077.57,10719.54,11076.94,15494.37,10329580.0,0.5053623242779757
"Jack and horse mackerels, fresh or chilled",1.5,3859.57,1572.25,1263.56,1415.08,323.15,1686.7219999999998,1124481.3333333333,0.05501390184504409
Jellyfish preparations,1.5,0.04,0.45999999999999996,0.56,0.9099999999999999,0.44,0.48200000000000004,321.33333333333337,1.5720848301801513e-05
"Jellyfish, frozen",1.5,0.02,0.0,0.0,3.89,0.05,0.792,528.0,2.5831767334080493e-05
"Jellyfish, other than prepared or preserved",1.5,5.579999999999999,4.83,2.9899999999999998,4.359999999999999,0.03,3.558,2372.0,0.00011604725779628585
"Kawakawa ""Euthynnus affinis"" (excl. for ind. processing or preservation), fresh or chilled",1.5,8.77,5.42,3.72,0.86,0.02,3.758,2505.3333333333335,0.0001225704313654981
"Kawakawa ""Euthynnus affinis"" (excl. for ind. processing or preservation), frozen",1.5,7.11,21.25,22.0,35.879999999999995,45.0,26.248,17498.666666666668,0.0008561012992234152
"Kawakawa ""Euthynnus affinis"" for ind. processing or preservation, fresh or chilled",1.5,0.0,0.48,0.0,0.0,0.0,0.096,64.0,3.131123313221878e-06
"Kawakawa ""Euthynnus affinis"" for ind. processing or preservation, frozen",1.5,0.0,0.0,0.0,0.19,0.0,0.038,25.333333333333332,1.2394029781503265e-06
"King crab, nei, frozen",1.5,375.5,239.97,338.76,466.69,222.72000000000003,328.728,219152.0,0.010721749005300017
"Lesser cuttlefish (Sepiola rondeleti), frozen",1.5,0.0,0.0,0.0,0.41,5.99,1.28,853.3333333333334,4.1748310842958375e-05
"Ling fillets, frozen",1.5,344.05,146.35,167.67,116.18,94.16,173.682,115788.0,0.005664789159239607
"Ling, dried, whether or not salted, but not smoked",1.5,575.72,716.6099999999999,706.3,754.8199999999999,582.13,667.116,444744.0,0.021758567293992982
"Ling, fresh or chilled",1.5,3266.11,3951.49,8763.3,8150.85,8097.83,6445.916,4297277.333333333,0.2102391444028116
"Ling, frozen",1.5,28.14,158.51,51.84,0.8300000000000001,3.0700000000000003,48.477999999999994,32318.66666666666,0.001581152041441356
"Livers, roes, milt, dried, salted or in brine, nei",1.5,1168.31,1803.73,1984.8600000000001,2087.91,2489.3199999999997,1906.8259999999998,1271217.3333333333,0.06219278482143355
"Livers, roes, milt, fresh or chilled, nei",1.5,636.44,188.99,311.46,352.40999999999997,290.85,356.03000000000003,237353.33333333337,0.011612227429233181
"Livers, roes, milt, frozen",1.5,3721.21,1916.27,2143.23,2593.4100000000003,1992.07,2473.238,1648825.3333333333,0.08066680375985677
"Lobster tails or meat, prep. or pres.",1.5,178.38,175.79,167.78,80.55,80.19,136.53799999999995,91025.3333333333,0.0044533053639655065
"Lobsters (Homarus spp.), dried, salted or in brine, smoked",1.5,0.04,0.0,0.01,0.0,0.21,0.052000000000000005,34.66666666666667,1.696025127995184e-06
"Lobsters, live",1.5,1991.87,1862.51,2786.5099999999998,2701.37,3031.51,2474.754,1649836.0,0.0807162494155114
"Loins of Euthynnus other than skipjack, prep. or pres.",1.5,0.0,0.07,0.0,0.01,0.0,0.016,10.666666666666666,5.218538855369795e-07
"Lumpfish roes, salted",1.5,229.79,171.52,84.7,37.51,8.43,106.38999999999999,70926.66666666666,0.0034700021801424537
"Mackerel fillets, frozen",1.5,7958.08,7403.53,4941.81,5253.58,1798.72,5471.144,3647429.3333333335,0.17844610967077085
"Mackerel prepared or preserved, not minced, nei",1.5,1151.8,738.72,582.36,243.9,380.33,619.422,412948.0,0.020202986092942937
"Mackerels nei, frozen",1.5,69993.1,65201.759999999995,47073.14,57393.46,61067.69,60145.83,40097220.0,1.961708442771665
"Mackerels, fillets, prepared or preserved",1.5,15251.220000000001,12548.5,11113.01,9766.359999999999,11283.4,11992.498000000001,7994998.666666668,0.39114572991215363
"Mackerels, nei, fresh or chilled",1.5,27340.82,21191.87,32083.45,10415.67,11175.91,20441.544,13627696.0,0.6667186976734458
"Mackerels, smoked",1.5,841.36,857.43,878.7500000000001,925.9100000000001,1007.72,902.234,601489.3333333334,0.029427144910223208
"Marine fish fillets, frozen, nei",1.5,4963.25,4812.81,4416.93,4921.4,5094.41,4841.76,3227840.0,0.1579182043023454
"Marine fish meat,whether or not minced nei, fresh or chilled",1.5,904.7299999999999,873.2199999999999,504.51,538.57,461.0,656.4060000000001,437604.00000000006,0.021409251349361672
"Marine fish nei, minced, prepared or preserved",1.5,2043.06,3592.34,3737.39,1798.17,1963.88,2626.968,1751312.0,0.08568084112383177
"Marine fish nei, prepared or preserved, not minced",1.5,138.97,195.4,24.92,16.76,23.73,79.956,53304.0,0.0026078343294996718
"Marine fish, fresh or chilled, nei",1.5,34683.4,65034.119999999995,31148.36,16556.7,34523.22,36389.159999999996,24259439.999999996,1.1868640335891771
"Marine fish, frozen, nei",1.5,5639.55,13592.15,13922.96,5929.799999999999,5884.53,8993.798,5995865.333333333,0.2933405270021697
"Marine mammal oils, nei",1.5,6.090000000000001,23.26,56.22,143.27,3.88,46.544,31029.333333333332,0.0015180729530270738
"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",1.5,24.53,9.19,7.970000000000001,15.06,0.92,11.534,7689.333333333333,0.0003761914197364702
"Megrim fillets, frozen",1.5,47.260000000000005,97.09,55.980000000000004,27.83,36.06,52.84400000000001,35229.333333333336,0.0017235529204572596
"Megrim, fresh or chilled",1.5,131.32999999999998,267.81,2347.9799999999996,1748.12,1581.0900000000001,1215.266,810177.3333333334,0.03963695525381145
"Megrim, meat, whether or not minced, frozen",1.5,47.010000000000005,22.74,16.04,0.0,0.0,17.157999999999998,11438.666666666664,0.0005596230605027185
"Miscellaneous aq. invert., dried, salted or in brine, smoked nei",1.5,85.94,109.27,135.88,60.77,63.58,91.088,60725.333333333336,0.0029709141703620255
Miscellaneous corals and shells,1.5,27102.28,29734.739999999998,26967.38,26682.52,27019.83,27501.35,18334233.333333332,0.8969803971882759
"Miscellaneous demersal fish, fillets, fresh or chilled, nei,",1.5,0.22,0.04,0.15,0.58,0.69,0.33599999999999997,223.99999999999997,1.095893159627657e-05
"Miscellaneous demersal fish, nei, frozen",1.5,54.56,567.58,417.07000000000005,5.0,403.78,289.598,193065.33333333334,0.009445490096483641
"Miscellaneous marine fish fillets, fresh or chilled, nei",1.5,6728.26,5545.91,3847.6499999999996,4532.96,4316.88,4994.332,3329554.6666666665,0.16289447249135466
"Miscellaneous marine fish meat, minced or not, frozen, nei",1.5,1732.57,1811.6599999999999,1120.26,2157.64,1952.16,1754.8579999999997,1169905.3333333333,0.057236216616603316
"Miscellaneous marine fish, salted or in brine, nei",1.5,431.69000000000005,367.0,87.08,124.34,41.07,210.23600000000002,140157.33333333334,0.006857029592484529
"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",1.5,2.06,1.08,0.41,0.05,0.22,0.764,509.3333333333333,2.4918523034390776e-05
"Miscellaneous molluscs, other than live, fresh or chilled, nei",1.5,16.5,0.0,0.0,0.0,0.0,3.3,2200.0,0.00010763236389200205
"Miscellaneous pelagic fish nei, minced, prepared or preserved",1.5,1636.4,1504.68,1477.63,1293.28,1485.85,1479.568,986378.6666666666,0.04825739435726112
"Miscellaneous pelagic fish, fillets, fresh or chilled, nei",1.5,646.23,524.12,484.23,210.6,0.0,373.03599999999994,248690.66666666663,0.012166892877823295
"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",1.5,107.72999999999999,60.74000000000001,615.1600000000001,1345.46,1879.3799999999999,801.6940000000001,534462.6666666667,0.026147945556980214
"Molluscs nei, dried, salted, pickled, smoked etc.",1.5,52.61,42.41,60.63,113.59,73.7,68.588,45725.333333333336,0.0022370571438256478
"Molluscs nei, frozen",1.5,484.56,304.68,854.6,794.8,928.59,673.4460000000001,448964.00000000006,0.021965025737458555
"Molluscs nei, live, fresh or chilled",1.5,194.13,182.76,365.56,371.96000000000004,821.4,387.162,258108.0,0.012627624627016758
"Molluscs nei, prepared or preserved",1.5,846.1,459.83,388.28,331.95,447.19,494.66999999999996,329779.99999999994,0.016134091347411103
"Mussel meat, prep. or pres., in airtight containers",1.5,6881.7,3468.45,4133.03,2420.1299999999997,1737.89,3728.2400000000002,2485493.3333333335,0.12159978313839932
"Mussel meat, prep. or pres., not in airtight containers",1.5,1436.4299999999998,1355.27,1155.15,867.87,791.51,1121.246,747497.3333333334,0.036570411358924776
"Mussel meat, prepared or preserved, nei",1.5,0.01,0.0,0.0,0.0,0.0,0.002,1.3333333333333333,6.523173569212244e-08
"Mussels ""Mytilus spp."", frozen, with or without shell",1.5,146.3,201.36,159.01,5927.099999999999,1891.54,1665.062,1110041.3333333333,0.0543074421474984
"Mussels ""Mytilus spp."", smoked, dried, salted or in brine, with or without shell",1.5,198.28,93.32000000000001,82.46,51.4,105.17,106.126,70750.66666666667,0.003461391591031094
"Mussels ""Perna spp."", frozen, with or without shell",1.5,367.71000000000004,268.76,194.78,394.06,285.78,302.21799999999996,201478.66666666663,0.00985710234870093
"Mussels ""Perna spp."", smoked, dried, salted or in brine, with or without shell",1.5,8.06,18.52,9.209999999999999,6.4799999999999995,11.39,10.732,7154.666666666667,0.0003500334937239292
"Mussels nei, frozen",1.5,0.0,0.71,0.54,0.0,0.0,0.25,166.66666666666666,8.153966961515305e-06
"Mussels of the genus Mytilus spp., live, fresh or chilled",1.5,71911.88,48229.64,44943.33,45543.420000000006,63493.61,54824.376000000004,36549584.00000001,1.7881446023587715
"Mussels of the genus Perna spp. live, fresh or chilled",1.5,96.97,76.64,133.14,73.66,46.17,85.316,56877.333333333336,0.00278265538115456
"Mussels, live, fresh or chilled, nei",1.5,29.08,6.76,16.52,5.98,13.49,14.366,9577.333333333334,0.00046855955747651564
Natural sponges nei,1.5,0.0,0.0,18.7,0.0,42.11,12.162,8108.0,0.00039667418474379667
Natural sponges other than raw,1.5,7.2,6.5600000000000005,5.49,5.17,4.66,5.816000000000001,3877.333333333334,0.00018969388739269213
Natural sponges raw,1.5,502.55999999999995,300.36,447.2,530.6099999999999,445.77,445.3,296866.6666666667,0.014523845951851065
"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",1.5,246.14,276.10999999999996,31.18,25.57,17.77,119.354,79569.33333333333,0.003892834290898792
"Nile perch and snakeheads (Channa spp.),  fresh or chilled",1.5,449.89000000000004,508.47999999999996,520.44,576.51,576.86,526.4359999999999,350957.33333333326,0.017170167005409086
"Nile perch fillets, fresh or chilled",1.5,4120.58,2262.58,1448.42,1493.45,1600.8200000000002,2185.17,1456780.0,0.07127121594117762
"Nile perch fillets, frozen",1.5,609.9499999999999,493.37,462.51,667.58,276.57,501.996,334664.0,0.016373035195251354
"Norway lobsters (Nephrops norvegicus), dried, salted or in brine, smoked",1.5,25.369999999999997,23.169999999999998,42.11,143.81,87.06,64.304,42869.333333333336,0.0020973307659731214
"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",1.5,3028.2400000000002,2567.58,6803.58,5490.41,4965.54,4571.07,3047380.0,0.1490894150350951
"Norway lobsters (Nephrops spp.), nei, live, fresh or chilled",1.5,5774.13,5046.14,7051.86,5934.51,5918.37,5945.0019999999995,3963334.666666666,0.19390139957656968
"Octopus, dried, salted or in brine, smoked",1.5,32.13,17.15,30.44,16.95,11.99,21.732,14488.0,0.0007088080400306026
"Octopus, frozen",1.5,1093.0,778.2,696.72,884.72,714.1,833.3480000000002,555565.3333333335,0.027180368237779442
"Octopus, live, fresh or chilled",1.5,34.09,16.94,68.08,71.76,56.8,49.534000000000006,33022.66666666667,0.001615594397886797
"Octopus, other than live, fresh or chilled",1.5,0.0,1.09,0.15,0.0,0.0,0.248,165.33333333333334,8.088735225823187e-06
"Octopus, prepared or preserved",1.5,121.06,46.300000000000004,66.61,77.11,65.47,75.31000000000002,50206.66666666668,0.002456301007486872
"Oils and fats of aquatic animals, nei",1.5,31.22,1311.05,11.41,0.99,17.28,274.39,182926.66666666666,0.00894946797828074
Ornamental freshwater fish,1.5,81.62,136.54,100.44,325.15999999999997,209.07000000000002,170.566,113710.66666666667,0.00556315811503128
Ornamental saltwater fish,1.5,459.59000000000003,747.72,1133.9,905.86,656.46,780.706,520470.6666666667,0.02546340372262708
"Other  edible fish offal, smoked, dried, salted or in brine",1.5,65.72,113.44999999999999,188.52,354.16,392.25,222.82,148546.66666666666,0.007267467673459363
"Other aquatic invertebrates, frozen",1.5,6.62,4.51,48.08,3.44,14.66,15.461999999999998,10307.999999999998,0.0005043065486357986
"Other aquatic invertebrates, live, fresh or chilled",1.5,53.57,18.87,21.740000000000002,25.330000000000002,26.93,29.288,19525.333333333332,0.0009552535374754412
"Other aquatic invertebrates, prepared or preserved, nei",1.5,44.35,118.83,139.47,32.97,76.39,82.402,54934.666666666664,0.002687612742251137
"Other dogfish and other sharks (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), fresh or chilled",1.5,91.26,61.07,57.989999999999995,104.19,109.74,84.85,56566.666666666664,0.0027674563867382948
"Oyster meat, prepared or preserved, nei",1.5,17.04,15.53,7.56,11.73,8.16,12.004,8002.666666666667,0.000391520877624119
"Oysters, dried, salted or in brine, smoked",1.5,4.119999999999999,0.72,33.510000000000005,46.68,101.05,37.215999999999994,24810.66666666666,0.0012138321377590145
"Oysters, frozen",1.5,44.1,30.999999999999996,26.59,33.19,29.87,32.95,21966.666666666668,0.0010746928455277176
"Oysters, live fresh or chilled, nei",1.5,3289.9,2947.88,5218.3,4843.9400000000005,4277.74,4115.552000000001,2743701.3333333335,0.134232300145593
"Oysters, other than live, fresh or chilled, nei",1.5,0.1,0.44,0.17,0.06,2.2,0.5940000000000001,396.00000000000006,1.9373825500560374e-05
"Pacific cod fillets, frozen",1.5,6011.01,4919.68,2832.1600000000003,1816.83,2532.7999999999997,3622.496,2414997.3333333335,0.11815085080888542
"Pacific cod, frozen",1.5,149.67000000000002,160.84,103.35,147.18,1182.6100000000001,348.73,232486.66666666666,0.011374131593956931
"Pacific cod, meat, frozen",1.5,72.09,27.79,119.04,13.98,14.72,49.524,33016.0,0.0016152682392083363
"Pacific halibut, fresh or chilled",1.5,4.6899999999999995,27.53,23.27,20.55,20.400000000000002,19.288,12858.666666666666,0.000629094859014829
"Pacific halibut, frozen",1.5,4.81,4.39,0.42,4.08,1.46,3.032,2021.3333333333333,9.889131130925764e-05
"Pacific salmons, fresh or chilled",1.5,165.41,172.57,274.69,87.08,145.84,169.11800000000002,112745.33333333336,0.005515930338390184
"Pacific salmons, frozen, nei",1.5,405.90000000000003,294.25,648.7900000000001,2813.87,1492.95,1131.1519999999998,754101.3333333331,0.03689350414580784
"Parts of lobsters Homarus spp, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,10.92,5.64,0.71,0.32,0.22,3.562,2374.6666666666665,0.0001161777212676701
"Picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."", fillets, fresh or chilled",1.5,4.52,8.59,1.34,0.01,0.01,2.8939999999999997,1929.333333333333,9.439032154650119e-05
"Picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp."", fresh or chilled",1.5,468.58000000000004,629.28,391.51,323.83,642.4399999999999,491.128,327418.6666666667,0.01601856594350036
"Picked dogfish ""Squalus acanthias""and catsharks ""Scyliohinus spp.""(excl. fillets), meat, whether or not minced, fresh or chilled",1.5,0.73,0.51,4.94,0.51,0.08,1.354,902.6666666666666,4.41618850635669e-05
"Picked dogfish ""Squalus acanthias""and catsharks ""Scyliorhinus spp."", frozen",1.5,21.16,11.04,23.490000000000002,153.98000000000002,372.07,116.348,77565.33333333333,0.0037947909921535318
"Picked dogfish ""Squalus acanthias""and catsharks ""Scyliorhinus spp."", meat, whether or not minced, frozen",1.5,8.49,15.17,8.8,5.26,5.35,8.614,5742.666666666667,0.00028095308562597145
"Pilchards(Sardinops spp.) and Sardinellas, fresh or chilled",1.5,15.79,24.06,45.11,25.72,25.889999999999997,27.314,18209.333333333332,0.0008908698143473163
"Pilchards(Sardinops spp.) and Sardinellas, frozen",1.5,13.88,41.19,54.46,44.410000000000004,132.56,57.3,38200.0,0.0018688892275793084
"Plain bonito prep. or pres., not minced",1.5,0.04,0.02,0.11,0.21,0.29,0.13399999999999998,89.33333333333331,4.370526291372204e-06
"Plain bonito, frozen",1.5,0.0,0.0,0.72,1.15,0.0,0.374,249.33333333333334,1.21983345744269e-05
